0 [0.0000e+00, 0.0000e+00]
7800 [9.8607e-02, 1.0066e-01]
7900 [9.8614e-02, 1.0068e-01]
8000 [9.8618e-02, 1.0069e-01]
8100 [9.8625e-02, 1.0070e-01]
8200 [9.8633e-02, 1.0071e-01]
8300 [9.8634e-02, 1.0072e-01]
8400 [9.8641e-02, 1.0073e-01]
8500 [9.8646e-02, 1.0074e-01]
8600 [9.8653e-02, 1.0075e-01]
8700 [9.8657e-02, 1.0075e-01]
8800 [9.8659e-02, 1.0076e-01]
8900 [9.8666e-02, 1.0077e-01]
9000 [9.8671e-02, 1.0077e-01]
9100 [9.8678e-02, 1.0078e-01]
9200 [9.8679e-02, 1.0079e-01]
9300 [9.8700e-02, 1.0076e-01]
9400 [9.8690e-02, 1.0080e-01]
9500 [9.8693e-02, 1.0080e-01]
9600 [9.8700e-02, 1.0081e-01]
9700 [9.8703e-02, 1.0082e-01]
9800 [9.8710e-02, 1.0082e-01]
9900 [9.8714e-02, 1.0083e-01]
10000 [9.8716e-02, 1.0083e-01]
10100 [9.8724e-02, 1.0084e-01]
10200 [9.8714e-02, 1.0085e-01]
10300 [9.8732e-02, 1.0085e-01]
10400 [9.8736e-02, 1.0086e-01]
10500 [9.8757e-02, 1.0084e-01]
10600 [9.8755e-02, 1.0086e-01]
10700 [9.8750e-02, 1.0087e-01]
10800 [9.8756e-02, 1.0088e-01]
10900 [9.8769e-02, 1.0088e-01]
11000 [9.8764e-02, 1.0088e-01]
11100 [9.8766e-02, 1.0089e-01]
11200 [9.8776e-02, 1.0090e-01]
11300 [9.8780e-02, 1.0090e-01]
11400 [9.8784e-02, 1.0091e-01]
11500 [9.8786e-02, 1.0091e-01]
11600 [9.8786e-02, 1.0092e-01]
11700 [9.8799e-02, 1.0092e-01]
11800 [9.8802e-02, 1.0093e-01]
11900 [9.8809e-02, 1.0093e-01]
12000 [9.8811e-02, 1.0093e-01]
12100 [9.8813e-02, 1.0094e-01]
12200 [9.8823e-02, 1.0095e-01]
12300 [9.8828e-02, 1.0095e-01]
12400 [9.8833e-02, 1.0096e-01]
12500 [9.8849e-02, 1.0095e-01]
12600 [9.8835e-02, 1.0097e-01]
12700 [9.8862e-02, 1.0096e-01]
12800 [9.8854e-02, 1.0097e-01]
12900 [9.8879e-02, 1.0097e-01]
13000 [9.8863e-02, 1.0098e-01]
13100 [9.8869e-02, 1.0099e-01]
13200 [9.8873e-02, 1.0099e-01]
13300 [9.8877e-02, 1.0099e-01]
13400 [9.8883e-02, 1.0100e-01]
13500 [9.8888e-02, 1.0100e-01]
13600 [9.8890e-02, 1.0101e-01]
13700 [9.8897e-02, 1.0101e-01]
13800 [9.8904e-02, 1.0101e-01]
13900 [9.8899e-02, 1.0102e-01]
14000 [9.8914e-02, 1.0102e-01]
14100 [9.8919e-02, 1.0102e-01]
14200 [9.8920e-02, 1.0101e-01]
14300 [9.8929e-02, 1.0103e-01]
14400 [9.8945e-02, 1.0101e-01]
14500 [9.8934e-02, 1.0104e-01]
14600 [9.8944e-02, 1.0104e-01]
14700 [9.8944e-02, 1.0104e-01]
14800 [9.8955e-02, 1.0104e-01]
14900 [9.8945e-02, 1.0105e-01]
15000 [9.8965e-02, 1.0105e-01]
15100 [9.8975e-02, 1.0105e-01]
15200 [9.8974e-02, 1.0105e-01]
15300 [9.8995e-02, 1.0103e-01]
15400 [9.8984e-02, 1.0106e-01]
15500 [9.8990e-02, 1.0106e-01]
15600 [9.8994e-02, 1.0106e-01]
15700 [9.9000e-02, 1.0106e-01]
15800 [9.9004e-02, 1.0106e-01]
15900 [9.9011e-02, 1.0106e-01]
16000 [9.9012e-02, 1.0107e-01]
16100 [9.9018e-02, 1.0107e-01]
16200 [9.9024e-02, 1.0108e-01]
16300 [9.9020e-02, 1.0107e-01]
16400 [9.9035e-02, 1.0107e-01]
16500 [9.9012e-02, 1.0106e-01]
16600 [9.9048e-02, 1.0107e-01]
16700 [9.9050e-02, 1.0107e-01]
16800 [9.9052e-02, 1.0108e-01]
16900 [9.9068e-02, 1.0105e-01]
17000 [9.9064e-02, 1.0107e-01]
17100 [9.9068e-02, 1.0108e-01]
17200 [9.9074e-02, 1.0108e-01]
17300 [9.9116e-02, 1.0106e-01]
17400 [9.9078e-02, 1.0108e-01]
17500 [9.9087e-02, 1.0108e-01]
17600 [9.9091e-02, 1.0108e-01]
17700 [9.9095e-02, 1.0108e-01]
17800 [9.9095e-02, 1.0108e-01]
17900 [9.9106e-02, 1.0108e-01]
18000 [9.9112e-02, 1.0107e-01]
18100 [9.9115e-02, 1.0108e-01]
18200 [9.9096e-02, 1.0108e-01]
18300 [9.9124e-02, 1.0107e-01]
18400 [9.9128e-02, 1.0107e-01]
18500 [9.9138e-02, 1.0106e-01]
18600 [9.9136e-02, 1.0107e-01]
18700 [9.9140e-02, 1.0107e-01]
18800 [9.9136e-02, 1.0107e-01]
18900 [9.9148e-02, 1.0107e-01]
19000 [9.9153e-02, 1.0107e-01]
19100 [9.9158e-02, 1.0107e-01]
19200 [9.9161e-02, 1.0107e-01]
19300 [9.9146e-02, 1.0107e-01]
19400 [9.9171e-02, 1.0106e-01]
19500 [9.9175e-02, 1.0106e-01]
19600 [9.9179e-02, 1.0106e-01]
19700 [9.9192e-02, 1.0106e-01]
19800 [9.9187e-02, 1.0106e-01]
19900 [9.9188e-02, 1.0106e-01]
20000 [9.9197e-02, 1.0105e-01]
20100 [9.9199e-02, 1.0105e-01]
20200 [9.9202e-02, 1.0105e-01]
20300 [9.9199e-02, 1.0106e-01]
20400 [9.9210e-02, 1.0105e-01]
20500 [9.9214e-02, 1.0104e-01]
20600 [9.9218e-02, 1.0104e-01]
20700 [9.9223e-02, 1.0104e-01]
20800 [9.9223e-02, 1.0104e-01]
20900 [9.9228e-02, 1.0104e-01]
21000 [9.9221e-02, 1.0104e-01]
21100 [9.9237e-02, 1.0103e-01]
21200 [9.9241e-02, 1.0103e-01]
21300 [9.9244e-02, 1.0103e-01]
21400 [9.9245e-02, 1.0101e-01]
21500 [9.9252e-02, 1.0102e-01]
21600 [9.9252e-02, 1.0102e-01]
21700 [9.9258e-02, 1.0102e-01]
21800 [9.9270e-02, 1.0101e-01]
21900 [9.9266e-02, 1.0101e-01]
22000 [9.9269e-02, 1.0101e-01]
22100 [9.9265e-02, 1.0104e-01]
22200 [9.9275e-02, 1.0100e-01]
22300 [9.9275e-02, 1.0101e-01]
22400 [9.9282e-02, 1.0100e-01]
22500 [9.9283e-02, 1.0100e-01]
22600 [9.9288e-02, 1.0100e-01]
22700 [9.9288e-02, 1.0100e-01]
22800 [9.9293e-02, 1.0099e-01]
22900 [9.9298e-02, 1.0099e-01]
23000 [9.9299e-02, 1.0099e-01]
23100 [9.9306e-02, 1.0099e-01]
23200 [9.9309e-02, 1.0098e-01]
23300 [9.9309e-02, 1.0098e-01]
23400 [9.9308e-02, 1.0098e-01]
23500 [9.9315e-02, 1.0097e-01]
23600 [9.9319e-02, 1.0097e-01]
23700 [9.9340e-02, 1.0097e-01]
23800 [9.9325e-02, 1.0096e-01]
23900 [9.9328e-02, 1.0096e-01]
24000 [9.9331e-02, 1.0096e-01]
24100 [9.9335e-02, 1.0096e-01]
24200 [9.9335e-02, 1.0095e-01]
24300 [9.9339e-02, 1.0095e-01]
24400 [9.9332e-02, 1.0095e-01]
24500 [9.9345e-02, 1.0095e-01]
24600 [9.9350e-02, 1.0094e-01]
24700 [9.9349e-02, 1.0094e-01]
24800 [9.9353e-02, 1.0094e-01]
24900 [9.9353e-02, 1.0094e-01]
25000 [9.9358e-02, 1.0093e-01]
25100 [9.9361e-02, 1.0093e-01]
25200 [9.9365e-02, 1.0092e-01]
25300 [9.9367e-02, 1.0092e-01]
25400 [9.9369e-02, 1.0092e-01]
25500 [9.9358e-02, 1.0092e-01]
25600 [9.9382e-02, 1.0091e-01]
25700 [9.9377e-02, 1.0091e-01]
25800 [9.9380e-02, 1.0091e-01]
25900 [9.9384e-02, 1.0091e-01]
26000 [9.9383e-02, 1.0090e-01]
26100 [9.9389e-02, 1.0090e-01]
26200 [9.9389e-02, 1.0090e-01]
26300 [9.9391e-02, 1.0090e-01]
26400 [9.9395e-02, 1.0089e-01]
26500 [9.9398e-02, 1.0089e-01]
26600 [9.9399e-02, 1.0089e-01]
26700 [9.9402e-02, 1.0088e-01]
26800 [9.9402e-02, 1.0088e-01]
26900 [9.9401e-02, 1.0088e-01]
27000 [9.9401e-02, 1.0088e-01]
27100 [9.9411e-02, 1.0087e-01]
27200 [9.9413e-02, 1.0087e-01]
27300 [9.9414e-02, 1.0087e-01]
27400 [9.9405e-02, 1.0087e-01]
27500 [9.9415e-02, 1.0086e-01]
27600 [9.9423e-02, 1.0086e-01]
27700 [9.9424e-02, 1.0086e-01]
27800 [9.9428e-02, 1.0085e-01]
27900 [9.9428e-02, 1.0085e-01]
28000 [9.9429e-02, 1.0085e-01]
28100 [9.9433e-02, 1.0084e-01]
28200 [9.9434e-02, 1.0084e-01]
28300 [9.9422e-02, 1.0083e-01]
28400 [9.9439e-02, 1.0084e-01]
28500 [9.9441e-02, 1.0083e-01]
28600 [9.9441e-02, 1.0083e-01]
28700 [9.9442e-02, 1.0082e-01]
28800 [9.9440e-02, 1.0083e-01]
28900 [9.9449e-02, 1.0082e-01]
29000 [9.9448e-02, 1.0081e-01]
29100 [9.9453e-02, 1.0081e-01]
29200 [9.9454e-02, 1.0081e-01]
29300 [9.9458e-02, 1.0081e-01]
29400 [9.9456e-02, 1.0081e-01]
29500 [9.9460e-02, 1.0080e-01]
29600 [9.9462e-02, 1.0080e-01]
29700 [9.9463e-02, 1.0080e-01]
29800 [9.9457e-02, 1.0080e-01]
29900 [9.9468e-02, 1.0079e-01]
30000 [9.9469e-02, 1.0079e-01]
30100 [9.9471e-02, 1.0079e-01]
30200 [9.9473e-02, 1.0078e-01]
30300 [9.9475e-02, 1.0078e-01]
30400 [9.9477e-02, 1.0078e-01]
30500 [9.9478e-02, 1.0078e-01]
30600 [9.9480e-02, 1.0077e-01]
30700 [9.9479e-02, 1.0077e-01]
30800 [9.9483e-02, 1.0077e-01]
30900 [9.9484e-02, 1.0077e-01]
31000 [9.9487e-02, 1.0076e-01]
31100 [9.9483e-02, 1.0076e-01]
31200 [9.9498e-02, 1.0074e-01]
31300 [9.9499e-02, 1.0075e-01]
31400 [9.9493e-02, 1.0075e-01]
31500 [9.9496e-02, 1.0074e-01]
31600 [9.9497e-02, 1.0075e-01]
31700 [9.9487e-02, 1.0075e-01]
31800 [9.9500e-02, 1.0074e-01]
31900 [9.9502e-02, 1.0074e-01]
32000 [9.9512e-02, 1.0073e-01]
32100 [9.9505e-02, 1.0074e-01]
32200 [9.9506e-02, 1.0073e-01]
32300 [9.9507e-02, 1.0073e-01]
32400 [9.9497e-02, 1.0074e-01]
32500 [9.9499e-02, 1.0071e-01]
32600 [9.9512e-02, 1.0072e-01]
32700 [9.9506e-02, 1.0072e-01]
32800 [9.9515e-02, 1.0072e-01]
32900 [9.9517e-02, 1.0071e-01]
33000 [9.9513e-02, 1.0072e-01]
33100 [9.9519e-02, 1.0071e-01]
33200 [9.9520e-02, 1.0071e-01]
33300 [9.9520e-02, 1.0070e-01]
33400 [9.9525e-02, 1.0070e-01]
33500 [9.9523e-02, 1.0070e-01]
33600 [9.9526e-02, 1.0070e-01]
33700 [9.9542e-02, 1.0068e-01]
33800 [9.9528e-02, 1.0069e-01]
33900 [9.9530e-02, 1.0069e-01]
34000 [9.9529e-02, 1.0069e-01]
34100 [9.9533e-02, 1.0069e-01]
34200 [9.9549e-02, 1.0065e-01]
34300 [9.9535e-02, 1.0068e-01]
34400 [9.9520e-02, 1.0069e-01]
34500 [9.9538e-02, 1.0068e-01]
34600 [9.9539e-02, 1.0067e-01]
34700 [9.9539e-02, 1.0067e-01]
34800 [9.9541e-02, 1.0067e-01]
34900 [9.9542e-02, 1.0066e-01]
35000 [9.9544e-02, 1.0067e-01]
35100 [9.9547e-02, 1.0066e-01]
35200 [9.9546e-02, 1.0066e-01]
35300 [9.9546e-02, 1.0066e-01]
35400 [9.9548e-02, 1.0066e-01]
35500 [9.9550e-02, 1.0066e-01]
35600 [9.9551e-02, 1.0065e-01]
35700 [9.9554e-02, 1.0065e-01]
35800 [9.9553e-02, 1.0065e-01]
35900 [9.9555e-02, 1.0065e-01]
36000 [9.9556e-02, 1.0064e-01]
36100 [9.9552e-02, 1.0065e-01]
36200 [9.9558e-02, 1.0064e-01]
36300 [9.9565e-02, 1.0063e-01]
36400 [9.9564e-02, 1.0063e-01]
36500 [9.9562e-02, 1.0064e-01]
36600 [9.9561e-02, 1.0063e-01]
36700 [9.9563e-02, 1.0063e-01]
36800 [9.9564e-02, 1.0063e-01]
36900 [9.9566e-02, 1.0063e-01]
37000 [9.9567e-02, 1.0062e-01]
37100 [9.9555e-02, 1.0063e-01]
37200 [9.9569e-02, 1.0062e-01]
37300 [9.9570e-02, 1.0062e-01]
37400 [9.9565e-02, 1.0062e-01]
37500 [9.9564e-02, 1.0062e-01]
37600 [9.9573e-02, 1.0061e-01]
37700 [9.9574e-02, 1.0061e-01]
37800 [9.9577e-02, 1.0060e-01]
37900 [9.9575e-02, 1.0061e-01]
38000 [9.9575e-02, 1.0061e-01]
38100 [9.9571e-02, 1.0061e-01]
38200 [9.9578e-02, 1.0060e-01]
38300 [9.9578e-02, 1.0060e-01]
38400 [9.9565e-02, 1.0062e-01]
38500 [9.9583e-02, 1.0060e-01]
38600 [9.9583e-02, 1.0060e-01]
38700 [9.9583e-02, 1.0059e-01]
38800 [9.9584e-02, 1.0059e-01]
38900 [9.9593e-02, 1.0058e-01]
39000 [9.9586e-02, 1.0059e-01]
39100 [9.9586e-02, 1.0059e-01]
39200 [9.9588e-02, 1.0058e-01]
39300 [9.9596e-02, 1.0058e-01]
39400 [9.9589e-02, 1.0058e-01]
39500 [9.9590e-02, 1.0058e-01]
39600 [9.9593e-02, 1.0057e-01]
39700 [9.9592e-02, 1.0058e-01]
39800 [9.9593e-02, 1.0057e-01]
39900 [9.9603e-02, 1.0058e-01]
40000 [9.9594e-02, 1.0057e-01]
40100 [9.9596e-02, 1.0057e-01]
40200 [9.9596e-02, 1.0057e-01]
40300 [9.9603e-02, 1.0057e-01]
40400 [9.9595e-02, 1.0057e-01]
40500 [9.9600e-02, 1.0056e-01]
40600 [9.9600e-02, 1.0056e-01]
40700 [9.9591e-02, 1.0057e-01]
40800 [9.9593e-02, 1.0057e-01]
40900 [9.9603e-02, 1.0056e-01]
41000 [9.9604e-02, 1.0056e-01]
41100 [9.9611e-02, 1.0056e-01]
41200 [9.9609e-02, 1.0054e-01]
41300 [9.9605e-02, 1.0055e-01]
41400 [9.9606e-02, 1.0055e-01]
41500 [9.9606e-02, 1.0055e-01]
41600 [9.9608e-02, 1.0055e-01]
41700 [9.9609e-02, 1.0055e-01]
41800 [9.9623e-02, 1.0055e-01]
41900 [9.9609e-02, 1.0055e-01]
42000 [9.9609e-02, 1.0054e-01]
42100 [9.9612e-02, 1.0054e-01]
42200 [9.9613e-02, 1.0053e-01]
42300 [9.9627e-02, 1.0052e-01]
42400 [9.9614e-02, 1.0054e-01]
42500 [9.9614e-02, 1.0054e-01]
42600 [9.9617e-02, 1.0053e-01]
42700 [9.9627e-02, 1.0053e-01]
42800 [9.9618e-02, 1.0053e-01]
42900 [9.9619e-02, 1.0053e-01]
43000 [9.9608e-02, 1.0053e-01]
43100 [9.9616e-02, 1.0053e-01]
43200 [9.9631e-02, 1.0053e-01]
43300 [9.9621e-02, 1.0053e-01]
43400 [9.9616e-02, 1.0052e-01]
43500 [9.9605e-02, 1.0053e-01]
43600 [9.9614e-02, 1.0052e-01]
43700 [9.9622e-02, 1.0052e-01]
43800 [9.9626e-02, 1.0052e-01]
43900 [9.9627e-02, 1.0052e-01]
44000 [9.9626e-02, 1.0052e-01]
44100 [9.9630e-02, 1.0051e-01]
44200 [9.9627e-02, 1.0052e-01]
44300 [9.9627e-02, 1.0051e-01]
44400 [9.9629e-02, 1.0051e-01]
44500 [9.9630e-02, 1.0051e-01]
44600 [9.9631e-02, 1.0051e-01]
44700 [9.9631e-02, 1.0051e-01]
44800 [9.9631e-02, 1.0051e-01]
44900 [9.9614e-02, 1.0051e-01]
45000 [9.9632e-02, 1.0051e-01]
45100 [9.9627e-02, 1.0051e-01]
45200 [9.9634e-02, 1.0051e-01]
45300 [9.9632e-02, 1.0050e-01]
45400 [9.9635e-02, 1.0051e-01]
45500 [9.9642e-02, 1.0049e-01]
45600 [9.9635e-02, 1.0051e-01]
45700 [9.9637e-02, 1.0050e-01]
45800 [9.9637e-02, 1.0050e-01]
45900 [9.9639e-02, 1.0050e-01]
46000 [9.9645e-02, 1.0049e-01]
46100 [9.9640e-02, 1.0050e-01]
46200 [9.9640e-02, 1.0050e-01]
46300 [9.9640e-02, 1.0050e-01]
46400 [9.9641e-02, 1.0049e-01]
46500 [9.9643e-02, 1.0049e-01]
46600 [9.9647e-02, 1.0049e-01]
46700 [9.9644e-02, 1.0049e-01]
46800 [9.9644e-02, 1.0049e-01]
46900 [9.9645e-02, 1.0049e-01]
47000 [9.9646e-02, 1.0049e-01]
47100 [9.9646e-02, 1.0049e-01]
47200 [9.9646e-02, 1.0049e-01]
47300 [9.9647e-02, 1.0049e-01]
47400 [9.9648e-02, 1.0049e-01]
47500 [9.9653e-02, 1.0048e-01]
47600 [9.9653e-02, 1.0047e-01]
47700 [9.9648e-02, 1.0049e-01]
47800 [9.9651e-02, 1.0048e-01]
47900 [9.9652e-02, 1.0048e-01]
48000 [9.9650e-02, 1.0048e-01]
48100 [9.9652e-02, 1.0049e-01]
48200 [9.9656e-02, 1.0048e-01]
48300 [9.9651e-02, 1.0047e-01]
48400 [9.9655e-02, 1.0048e-01]
48500 [9.9656e-02, 1.0048e-01]
48600 [9.9655e-02, 1.0047e-01]
48700 [9.9656e-02, 1.0047e-01]
48800 [9.9652e-02, 1.0048e-01]
48900 [9.9657e-02, 1.0047e-01]
49000 [9.9659e-02, 1.0047e-01]
49100 [9.9653e-02, 1.0048e-01]
49200 [9.9659e-02, 1.0047e-01]
49300 [9.9660e-02, 1.0047e-01]
49400 [9.9666e-02, 1.0047e-01]
49500 [9.9660e-02, 1.0047e-01]
49600 [9.9659e-02, 1.0047e-01]
49700 [9.9663e-02, 1.0047e-01]
49800 [9.9663e-02, 1.0047e-01]
49900 [9.9670e-02, 1.0047e-01]
50000 [9.9668e-02, 1.0050e-01]
50100 [9.9659e-02, 1.0048e-01]
50200 [9.9669e-02, 1.0046e-01]
50300 [9.9669e-02, 1.0045e-01]
50400 [9.9672e-02, 1.0046e-01]
50500 [9.9671e-02, 1.0046e-01]
50600 [9.9668e-02, 1.0046e-01]
50700 [9.9668e-02, 1.0046e-01]
50800 [9.9670e-02, 1.0046e-01]
50900 [9.9671e-02, 1.0046e-01]
51000 [9.9668e-02, 1.0045e-01]
51100 [9.9674e-02, 1.0046e-01]
51200 [9.9671e-02, 1.0046e-01]
51300 [9.9672e-02, 1.0046e-01]
51400 [9.9698e-02, 1.0042e-01]
51500 [9.9674e-02, 1.0045e-01]
51600 [9.9674e-02, 1.0042e-01]
51700 [9.9675e-02, 1.0045e-01]
51800 [9.9676e-02, 1.0045e-01]
51900 [9.9676e-02, 1.0045e-01]
52000 [9.9683e-02, 1.0044e-01]
52100 [9.9677e-02, 1.0045e-01]
52200 [9.9677e-02, 1.0045e-01]
52300 [9.9678e-02, 1.0045e-01]
52400 [9.9682e-02, 1.0045e-01]
52500 [9.9670e-02, 1.0044e-01]
52600 [9.9680e-02, 1.0045e-01]
52700 [9.9680e-02, 1.0045e-01]
52800 [9.9681e-02, 1.0045e-01]
52900 [9.9683e-02, 1.0045e-01]
53000 [9.9674e-02, 1.0045e-01]
53100 [9.9678e-02, 1.0045e-01]
53200 [9.9684e-02, 1.0044e-01]
53300 [9.9681e-02, 1.0044e-01]
53400 [9.9684e-02, 1.0044e-01]
53500 [9.9686e-02, 1.0044e-01]
53600 [9.9684e-02, 1.0044e-01]
53700 [9.9705e-02, 1.0043e-01]
53800 [9.9692e-02, 1.0044e-01]
53900 [9.9686e-02, 1.0044e-01]
54000 [9.9688e-02, 1.0044e-01]
54100 [9.9689e-02, 1.0044e-01]
54200 [9.9688e-02, 1.0044e-01]
54300 [9.9690e-02, 1.0044e-01]
54400 [9.9689e-02, 1.0044e-01]
54500 [9.9691e-02, 1.0044e-01]
54600 [9.9690e-02, 1.0044e-01]
54700 [9.9683e-02, 1.0045e-01]
54800 [9.9687e-02, 1.0044e-01]
54900 [9.9693e-02, 1.0044e-01]
55000 [9.9694e-02, 1.0044e-01]
55100 [9.9701e-02, 1.0043e-01]
55200 [9.9699e-02, 1.0045e-01]
55300 [9.9695e-02, 1.0043e-01]
55400 [9.9703e-02, 1.0044e-01]
55500 [9.9696e-02, 1.0043e-01]
55600 [9.9697e-02, 1.0043e-01]
55700 [9.9707e-02, 1.0043e-01]
55800 [9.9698e-02, 1.0043e-01]
55900 [9.9688e-02, 1.0043e-01]
56000 [9.9699e-02, 1.0043e-01]
56100 [9.9699e-02, 1.0043e-01]
56200 [9.9699e-02, 1.0043e-01]
56300 [9.9704e-02, 1.0043e-01]
56400 [9.9684e-02, 1.0043e-01]
56500 [9.9702e-02, 1.0043e-01]
56600 [9.9705e-02, 1.0042e-01]
56700 [9.9705e-02, 1.0043e-01]
56800 [9.9706e-02, 1.0043e-01]
56900 [9.9703e-02, 1.0042e-01]
57000 [9.9705e-02, 1.0042e-01]
57100 [9.9708e-02, 1.0042e-01]
57200 [9.9705e-02, 1.0042e-01]
57300 [9.9706e-02, 1.0042e-01]
57400 [9.9712e-02, 1.0041e-01]
57500 [9.9707e-02, 1.0042e-01]
57600 [9.9707e-02, 1.0042e-01]
57700 [9.9707e-02, 1.0042e-01]
57800 [9.9709e-02, 1.0042e-01]
57900 [9.9710e-02, 1.0042e-01]
58000 [9.9701e-02, 1.0042e-01]
58100 [9.9710e-02, 1.0042e-01]
58200 [9.9717e-02, 1.0042e-01]
58300 [9.9715e-02, 1.0042e-01]
58400 [9.9711e-02, 1.0042e-01]
58500 [9.9698e-02, 1.0042e-01]
58600 [9.9714e-02, 1.0042e-01]
58700 [9.9713e-02, 1.0042e-01]
58800 [9.9713e-02, 1.0042e-01]
58900 [9.9724e-02, 1.0041e-01]
59000 [9.9714e-02, 1.0042e-01]
59100 [9.9716e-02, 1.0042e-01]
59200 [9.9722e-02, 1.0042e-01]
59300 [9.9713e-02, 1.0042e-01]
59400 [9.9716e-02, 1.0041e-01]
59500 [9.9733e-02, 1.0040e-01]
59600 [9.9717e-02, 1.0041e-01]
59700 [9.9720e-02, 1.0041e-01]
59800 [9.9717e-02, 1.0041e-01]
59900 [9.9722e-02, 1.0041e-01]
60000 [9.9720e-02, 1.0040e-01]
60100 [9.9722e-02, 1.0041e-01]
60200 [9.9710e-02, 1.0041e-01]
60300 [9.9722e-02, 1.0041e-01]
60400 [9.9723e-02, 1.0041e-01]
60500 [9.9724e-02, 1.0041e-01]
60600 [9.9731e-02, 1.0042e-01]
60700 [9.9725e-02, 1.0041e-01]
60800 [9.9724e-02, 1.0041e-01]
60900 [9.9724e-02, 1.0041e-01]
61000 [9.9730e-02, 1.0041e-01]
61100 [9.9731e-02, 1.0040e-01]
61200 [9.9726e-02, 1.0041e-01]
61300 [9.9728e-02, 1.0041e-01]
61400 [9.9733e-02, 1.0040e-01]
61500 [9.9734e-02, 1.0041e-01]
61600 [9.9728e-02, 1.0041e-01]
61700 [9.9729e-02, 1.0041e-01]
61800 [9.9729e-02, 1.0040e-01]
61900 [9.9729e-02, 1.0041e-01]
62000 [9.9731e-02, 1.0040e-01]
62100 [9.9730e-02, 1.0040e-01]
62200 [9.9733e-02, 1.0040e-01]
62300 [9.9727e-02, 1.0040e-01]
62400 [9.9733e-02, 1.0040e-01]
62500 [9.9732e-02, 1.0040e-01]
62600 [9.9734e-02, 1.0040e-01]
62700 [9.9734e-02, 1.0040e-01]
62800 [9.9731e-02, 1.0040e-01]
62900 [9.9734e-02, 1.0040e-01]
63000 [9.9735e-02, 1.0040e-01]
63100 [9.9736e-02, 1.0040e-01]
63200 [9.9737e-02, 1.0040e-01]
63300 [9.9737e-02, 1.0040e-01]
63400 [9.9738e-02, 1.0040e-01]
